Elapsed Time[s]	Write 0 [A]	
25.8994	0.013	
25.8996	0.013	
25.8998	0.013	
25.9000	0.012	
25.9002	0.013	
25.9004	0.013	
25.9006	0.013	
25.9008	0.012	
25.9010	0.013	
25.9012	0.012	
25.9014	0.013	
25.9016	0.013	
25.9018	0.012	
25.9020	0.013	
25.9022	0.013	
25.9024	0.013	
25.9026	0.013	
25.9028	0.013	
25.9030	0.013	
25.9032	0.013	
25.9034	0.013	
25.9036	0.012	
25.9038	0.013	
25.9040	0.012	
25.9042	0.012	
25.9044	0.013	
25.9046	0.013	
25.9048	0.012	
25.9050	0.013	
25.9052	0.013	
25.9054	0.012	
25.9056	0.013	
25.9058	0.012	
25.9060	0.012	
25.9062	0.013	
25.9064	0.012	
25.9066	0.013	
25.9068	0.012	
25.9070	0.012	
25.9072	0.012	
25.9074	0.012	
25.9076	0.012	
25.9078	0.011	
25.9080	0.013	
25.9082	0.011	
25.9084	0.012	
25.9086	0.012	
25.9088	0.013	
25.9090	0.013	
25.9092	0.012	
25.9094	0.013	
25.9096	0.012	
25.9098	0.012	
25.9100	0.013	
25.9102	0.013	
25.9104	0.013	
25.9106	0.013	
25.9108	0.013	
25.9110	0.013	
25.9112	0.013	
25.9114	0.013	
25.9116	0.014	
25.9118	0.013	
25.9120	0.013	
25.9122	0.013	
25.9124	0.013	
25.9126	0.013	
25.9128	0.013	
25.9130	0.012	
25.9132	0.012	
25.9134	0.013	
25.9136	0.013	
25.9138	0.013	
25.9140	0.013	
25.9142	0.013	
25.9144	0.013	
25.9146	0.013	
25.9148	0.013	
25.9150	0.013	
25.9152	0.013	
25.9154	0.013	
25.9156	0.013	
25.9158	0.013	
25.9160	0.011	
25.9162	0.013	
25.9164	0.013	
25.9166	0.013	
25.9168	0.013	
25.9170	0.013	
25.9172	0.013	
25.9174	0.013	
25.9176	0.013	
25.9178	0.013	
25.9180	0.013	
25.9182	0.013	
25.9184	0.013	
25.9186	0.013	
25.9188	0.013	
25.9190	0.013	
25.9192	0.013	
25.9194	0.013	
25.9196	0.013	
25.9198	0.013	
25.9200	0.013	
25.9202	0.013	
25.9204	0.013	
25.9206	0.012	
25.9208	0.012	
25.9210	0.013	
25.9212	0.013	
25.9214	0.013	
25.9216	0.012	
25.9218	0.012	
25.9220	0.013	
25.9222	0.011	
25.9224	0.013	
25.9226	0.013	
25.9228	0.013	
25.9230	0.013	
25.9232	0.013	
25.9234	0.013	
25.9236	0.012	
25.9238	0.013	
25.9240	0.013	
25.9242	0.013	
25.9244	0.012	
25.9246	0.012	
25.9248	0.013	
25.9250	0.013	
25.9252	0.013	
25.9254	0.012	
25.9256	0.013	
25.9258	0.011	
25.9260	0.013	
25.9262	0.013	
25.9264	0.013	
25.9266	0.013	
25.9268	0.013	
25.9270	0.012	
25.9272	0.012	
25.9274	0.013	
25.9276	0.012	
25.9278	0.012	
25.9280	0.012	
25.9282	0.012	
25.9284	0.012	
25.9286	0.013	
25.9288	0.012	
25.9290	0.013	
25.9292	0.013	
25.9294	0.013	
25.9296	0.013	
25.9298	0.013	
25.9300	0.012	
25.9302	0.013	
25.9304	0.013	
25.9306	0.013	
25.9308	0.013	
25.9310	0.013	
25.9312	0.012	
25.9314	0.013	
25.9316	0.013	
25.9318	0.013	
25.9320	0.013	
25.9322	0.013	
25.9324	0.013	
25.9326	0.012	
25.9328	0.013	
25.9330	0.013	
25.9332	0.013	
25.9334	0.013	
25.9336	0.013	
25.9338	0.013	
25.9340	0.013	
25.9342	0.013	
25.9344	0.012	
25.9346	0.012	
25.9348	0.013	
25.9350	0.013	
25.9352	0.013	
25.9354	0.013	
25.9356	0.013	
25.9358	0.013	
25.9360	0.013	
25.9362	0.013	
25.9364	0.013	
25.9366	0.013	
25.9368	0.013	
25.9370	0.013	
25.9372	0.013	
25.9374	0.012	
25.9376	0.013	
25.9378	0.013	
25.9380	0.013	
25.9382	0.013	
25.9384	0.013	
25.9386	0.013	
25.9388	0.013	
25.9390	0.013	
25.9392	0.013	
25.9394	0.013	
25.9396	0.013	
25.9398	0.013	
25.9400	0.013	
25.9402	0.013	
25.9404	0.012	
25.9406	0.012	
25.9408	0.013	
25.9410	0.012	
25.9412	0.012	
25.9414	0.013	
25.9416	0.013	
25.9418	0.012	
25.9420	0.013	
25.9422	0.013	
25.9424	0.013	
25.9426	0.013	
25.9428	0.013	
25.9430	0.013	
25.9432	0.013	
25.9434	0.013	
25.9436	0.012	
25.9438	0.013	
25.9440	0.013	
25.9442	0.013	
25.9444	0.013	
25.9446	0.011	
25.9448	0.012	
25.9450	0.013	
25.9452	0.013	
25.9454	0.013	
25.9456	0.012	
25.9458	0.012	
25.9460	0.013	
25.9462	0.012	
25.9464	0.013	
25.9466	0.012	
25.9468	0.013	
25.9470	0.012	
25.9472	0.012	
25.9474	0.012	
25.9476	0.013	
25.9478	0.012	
25.9480	0.012	
25.9482	0.012	
25.9484	0.012	
25.9486	0.012	
25.9488	0.013	
25.9490	0.012	
25.9492	0.012	
25.9494	0.012	
25.9496	0.011	
25.9498	0.012	
25.9500	0.012	
25.9502	0.013	
25.9504	0.011	
25.9506	0.012	
25.9508	0.012	
25.9510	0.013	
25.9512	0.013	
25.9514	0.013	
25.9516	0.013	
25.9518	0.013	
25.9520	0.013	
25.9522	0.013	
25.9524	0.013	
25.9526	0.013	
25.9528	0.013	
25.9530	0.012	
25.9532	0.013	
25.9534	0.013	
25.9536	0.011	
25.9538	0.013	
25.9540	0.013	
25.9542	0.011	
25.9544	0.012	
25.9546	0.013	
25.9548	0.013	
25.9550	0.013	
25.9552	0.012	
25.9554	0.013	
25.9556	0.013	
25.9558	0.013	
25.9560	0.013	
25.9562	0.013	
25.9564	0.013	
25.9566	0.013	
25.9568	0.013	
25.9570	0.013	
25.9572	0.013	
25.9574	0.013	
25.9576	0.013	
25.9578	0.013	
25.9580	0.013	
25.9582	0.013	
25.9584	0.013	
25.9586	0.013	
25.9588	0.013	
25.9590	0.013	
25.9592	0.013	
25.9594	0.013	
25.9596	0.013	
25.9598	0.013	
25.9600	0.013	
25.9602	0.012	
25.9604	0.013	
25.9606	0.013	
25.9608	0.013	
25.9610	0.012	
25.9612	0.013	
25.9614	0.012	
25.9616	0.013	
25.9618	0.013	
25.9620	0.011	
25.9622	0.013	
25.9624	0.013	
25.9626	0.013	
25.9628	0.012	
25.9630	0.012	
25.9632	0.013	
25.9634	0.013	
25.9636	0.012	
25.9638	0.013	
25.9640	0.013	
25.9642	0.012	
25.9644	0.012	
25.9646	0.013	
25.9648	0.012	
25.9650	0.013	
25.9652	0.013	
25.9654	0.012	
25.9656	0.012	
25.9658	0.012	
25.9660	0.013	
25.9662	0.013	
25.9664	0.013	
25.9666	0.011	
25.9668	0.013	
25.9670	0.013	
25.9672	0.012	
25.9674	0.013	
25.9676	0.013	
25.9678	0.012	
25.9680	0.012	
25.9682	0.013	
25.9684	0.012	
25.9686	0.012	
25.9688	0.012	
25.9690	0.012	
25.9692	0.012	
25.9694	0.013	
25.9696	0.012	
25.9698	0.013	
25.9700	0.013	
25.9702	0.012	
25.9704	0.013	
25.9706	0.013	
25.9708	0.013	
25.9710	0.013	
25.9712	0.013	
25.9714	0.012	
25.9716	0.013	
25.9718	0.013	
25.9720	0.013	
25.9722	0.012	
25.9724	0.013	
25.9726	0.013	
25.9728	0.013	
25.9730	0.013	
25.9732	0.013	
25.9734	0.012	
25.9736	0.013	
25.9738	0.013	
25.9740	0.013	
25.9742	0.012	
25.9744	0.013	
25.9746	0.013	
25.9748	0.013	
25.9750	0.013	
25.9752	0.013	
25.9754	0.013	
25.9756	0.013	
25.9758	0.013	
25.9760	0.013	
25.9762	0.013	
25.9764	0.013	
25.9766	0.013	
25.9768	0.013	
25.9770	0.013	
25.9772	0.013	
25.9774	0.013	
25.9776	0.013	
25.9778	0.013	
25.9780	0.013	
25.9782	0.013	
25.9784	0.013	
25.9786	0.013	
25.9788	0.013	
25.9790	0.013	
25.9792	0.013	
25.9794	0.013	
25.9796	0.013	
25.9798	0.013	
25.9800	0.013	
25.9802	0.013	
25.9804	0.013	
25.9806	0.013	
25.9808	0.013	
25.9810	0.013	
25.9812	0.013	
25.9814	0.012	
25.9816	0.013	
25.9818	0.013	
25.9820	0.012	
25.9822	0.012	
25.9824	0.013	
25.9826	0.013	
25.9828	0.013	
25.9830	0.013	
25.9832	0.013	
25.9834	0.013	
25.9836	0.013	
25.9838	0.013	
25.9840	0.013	
25.9842	0.013	
25.9844	0.013	
25.9846	0.013	
25.9848	0.013	
25.9850	0.011	
25.9852	0.012	
25.9854	0.013	
25.9856	0.012	
25.9858	0.013	
25.9860	0.012	
25.9862	0.012	
25.9864	0.013	
25.9866	0.013	
25.9868	0.013	
25.9870	0.013	
25.9872	0.011	
25.9874	0.012	
25.9876	0.012	
25.9878	0.012	
25.9880	0.012	
25.9882	0.013	
25.9884	0.013	
25.9886	0.013	
25.9888	0.012	
25.9890	0.012	
25.9892	0.012	
25.9894	0.012	
25.9896	0.013	
25.9898	0.013	
25.9900	0.012	
25.9902	0.012	
25.9904	0.013	
25.9906	0.013	
25.9908	0.013	
25.9910	0.012	
25.9912	0.014	
25.9914	0.014	
25.9916	0.013	
25.9918	0.013	
25.9920	0.012	
25.9922	0.013	
25.9924	0.013	
25.9926	0.013	
25.9928	0.013	
25.9930	0.012	
25.9932	0.013	
25.9934	0.013	
25.9936	0.013	
25.9938	0.012	
25.9940	0.012	
25.9942	0.013	
25.9944	0.014	
25.9946	0.012	
25.9948	0.013	
25.9950	0.012	
25.9952	0.012	
25.9954	0.012	
25.9956	0.013	
25.9958	0.013	
25.9960	0.013	
25.9962	0.013	
25.9964	0.013	
25.9966	0.012	
25.9968	0.013	
25.9970	0.013	
25.9972	0.013	
25.9974	0.013	
25.9976	0.013	
25.9978	0.013	
25.9980	0.013	
25.9982	0.014	
25.9984	0.013	
25.9986	0.013	
25.9988	0.013	
25.9990	0.013	
25.9992	0.013	
25.9994	0.013	
25.9996	0.013	
25.9998	0.013	
26.0000	0.013	
26.0002	0.013	
26.0004	0.013	
26.0006	0.013	
26.0008	0.013	
26.0010	0.012	
26.0012	0.012	
26.0014	0.012	
26.0016	0.013	
26.0018	0.012	
26.0020	0.012	
26.0022	0.012	
26.0024	0.013	
26.0026	0.013	
26.0028	0.013	
26.0030	0.013	
26.0032	0.013	
26.0034	0.013	
26.0036	0.013	
26.0038	0.013	
26.0040	0.012	
26.0042	0.013	
26.0044	0.013	
26.0046	0.012	
26.0048	0.013	
26.0050	0.013	
26.0052	0.013	
26.0054	0.013	
26.0056	0.012	
26.0058	0.012	
26.0060	0.013	
26.0062	0.012	
26.0064	0.012	
26.0066	0.012	
26.0068	0.012	
26.0070	0.012	
26.0072	0.012	
26.0074	0.013	
26.0076	0.012	
26.0078	0.012	
26.0080	0.013	
26.0082	0.012	
26.0084	0.012	
26.0086	0.012	
26.0088	0.012	
26.0090	0.013	
26.0092	0.012	
26.0094	0.012	
26.0096	0.012	
26.0098	0.013	
26.0100	0.012	
26.0102	0.012	
26.0104	0.013	
26.0106	0.014	
26.0108	0.013	
26.0110	0.013	
26.0112	0.012	
26.0114	0.013	
26.0116	0.013	
26.0118	0.013	
26.0120	0.012	
26.0122	0.013	
26.0124	0.013	
26.0126	0.013	
26.0128	0.013	
26.0130	0.013	
26.0132	0.013	
26.0134	0.013	
26.0136	0.012	
26.0138	0.013	
26.0140	0.012	
26.0142	0.013	
26.0144	0.013	
26.0146	0.013	
26.0148	0.013	
26.0150	0.013	
26.0152	0.013	
26.0154	0.011	
26.0156	0.012	
26.0158	0.013	
26.0160	0.013	
26.0162	0.012	
26.0164	0.013	
26.0166	0.013	
26.0168	0.013	
26.0170	0.013	
26.0172	0.013	
26.0174	0.013	
26.0176	0.014	
26.0178	0.013	
26.0180	0.013	
26.0182	0.013	
26.0184	0.013	
26.0186	0.014	
26.0188	0.013	
26.0190	0.013	
26.0192	0.013	
26.0194	0.013	
26.0196	0.013	
26.0198	0.013	
26.0200	0.012	
26.0202	0.013	
26.0204	0.013	
26.0206	0.012	
26.0208	0.012	
26.0210	0.013	
26.0212	0.013	
26.0214	0.013	
26.0216	0.013	
26.0218	0.013	
26.0220	0.013	
26.0222	0.013	
26.0224	0.012	
26.0226	0.013	
26.0228	0.013	
26.0230	0.013	
26.0232	0.013	
26.0234	0.012	
26.0236	0.013	
26.0238	0.012	
26.0240	0.013	
26.0242	0.013	
26.0244	0.013	
26.0246	0.012	
26.0248	0.013	
26.0250	0.012	
26.0252	0.013	
26.0254	0.012	
26.0256	0.013	
26.0258	0.013	
26.0260	0.013	
26.0262	0.013	
26.0264	0.012	
26.0266	0.012	
26.0268	0.012	
26.0270	0.012	
26.0272	0.012	
26.0274	0.012	
26.0276	0.012	
26.0278	0.012	
26.0280	0.012	
26.0282	0.012	
26.0284	0.013	
26.0286	0.012	
26.0288	0.013	
26.0290	0.012	
26.0292	0.013	
26.0294	0.012	
26.0296	0.012	
26.0298	0.013	
26.0300	0.013	
26.0302	0.013	
26.0304	0.011	
26.0306	0.013	
26.0308	0.012	
26.0310	0.012	
26.0312	0.013	
26.0314	0.013	
26.0316	0.013	
26.0318	0.013	
26.0320	0.013	
26.0322	0.013	
26.0324	0.013	
26.0326	0.013	
26.0328	0.013	
26.0330	0.013	
26.0332	0.012	
26.0334	0.013	
26.0336	0.012	
26.0338	0.013	
26.0340	0.013	
26.0342	0.014	
26.0344	0.012	
26.0346	0.013	
26.0348	0.013	
26.0350	0.013	
26.0352	0.013	
26.0354	0.013	
26.0356	0.013	
26.0358	0.013	
26.0360	0.012	
26.0362	0.013	
26.0364	0.013	
26.0366	0.013	
26.0368	0.013	
26.0370	0.013	
26.0372	0.013	
26.0374	0.013	
26.0376	0.013	
26.0378	0.013	
26.0380	0.013	
26.0382	0.013	
26.0384	0.013	
26.0386	0.013	
26.0388	0.013	
26.0390	0.013	
26.0392	0.013	
26.0394	0.013	
26.0396	0.013	
26.0398	0.013	
26.0400	0.013	
26.0402	0.013	
26.0404	0.013	
26.0406	0.013	
26.0408	0.013	
26.0410	0.013	
26.0412	0.013	
26.0414	0.013	
26.0416	0.012	
26.0418	0.013	
26.0420	0.013	
26.0422	0.013	
26.0424	0.013	
26.0426	0.012	
26.0428	0.013	
26.0430	0.013	
26.0432	0.013	
26.0434	0.013	
26.0436	0.013	
26.0438	0.013	
26.0440	0.012	
26.0442	0.013	
26.0444	0.013	
26.0446	0.011	
26.0448	0.013	
26.0450	0.012	
26.0452	0.013	
26.0454	0.012	
26.0456	0.012	
26.0458	0.013	
26.0460	0.012	
26.0462	0.011	
26.0464	0.012	
26.0466	0.012	
26.0468	0.013	
26.0470	0.013	
26.0472	0.012	
26.0474	0.012	
26.0476	0.012	
26.0478	0.012	
26.0480	0.012	
26.0482	0.012	
26.0484	0.012	
26.0486	0.012	
26.0488	0.012	
26.0490	0.012	
26.0492	0.012	
26.0494	0.013	
26.0496	0.013	
26.0498	0.013	
26.0500	0.012	
26.0502	0.013	
26.0504	0.013	
26.0506	0.013	
26.0508	0.013	
26.0510	0.013	
26.0512	0.013	
26.0514	0.013	
26.0516	0.013	
26.0518	0.013	
26.0520	0.013	
26.0522	0.013	
26.0524	0.011	
26.0526	0.012	
26.0528	0.013	
26.0530	0.013	
26.0532	0.012	
26.0534	0.012	
26.0536	0.013	
26.0538	0.013	
26.0540	0.013	
26.0542	0.013	
26.0544	0.013	
26.0546	0.013	
26.0548	0.012	
26.0550	0.012	
26.0552	0.013	
26.0554	0.013	
26.0556	0.012	
26.0558	0.013	
26.0560	0.013	
26.0562	0.013	
26.0564	0.013	
26.0566	0.013	
26.0568	0.013	
26.0570	0.013	
26.0572	0.013	
26.0574	0.013	
26.0576	0.013	
26.0578	0.013	
26.0580	0.013	
26.0582	0.013	
26.0584	0.013	
26.0586	0.013	
26.0588	0.013	
26.0590	0.013	
26.0592	0.013	
26.0594	0.013	
26.0596	0.013	
26.0598	0.013	
26.0600	0.013	
26.0602	0.013	
26.0604	0.011	
26.0606	0.013	
26.0608	0.012	
26.0610	0.013	
26.0612	0.013	
26.0614	0.013	
26.0616	0.013	
26.0618	0.013	
26.0620	0.011	
26.0622	0.013	
26.0624	0.012	
26.0626	0.012	
26.0628	0.012	
26.0630	0.013	
26.0632	0.013	
26.0634	0.013	
26.0636	0.013	
26.0638	0.013	
26.0640	0.013	
26.0642	0.013	
26.0644	0.012	
26.0646	0.013	
26.0648	0.013	
26.0650	0.012	
26.0652	0.014	
26.0654	0.013	
26.0656	0.013	
26.0658	0.012	
26.0660	0.012	
26.0662	0.012	
26.0664	0.013	
26.0666	0.012	
26.0668	0.012	
26.0670	0.013	
26.0672	0.012	
26.0674	0.012	
26.0676	0.013	
26.0678	0.013	
26.0680	0.013	
26.0682	0.013	
26.0684	0.012	
26.0686	0.012	
26.0688	0.012	
26.0690	0.012	
26.0692	0.011	
26.0694	0.013	
26.0696	0.013	
26.0698	0.013	
26.0700	0.013	
26.0702	0.013	
26.0704	0.013	
26.0706	0.013	
26.0708	0.013	
26.0710	0.014	
26.0712	0.013	
26.0714	0.013	
26.0716	0.013	
26.0718	0.013	
26.0720	0.013	
26.0722	0.013	
26.0724	0.013	
26.0726	0.012	
26.0728	0.014	
26.0730	0.012	
26.0732	0.010	
26.0734	0.013	
26.0736	0.013	
26.0738	0.013	
26.0740	0.013	
26.0742	0.013	
26.0744	0.013	
26.0746	0.013	
26.0748	0.013	
26.0750	0.013	
26.0752	0.011	
26.0754	0.013	
26.0756	0.013	
26.0758	0.012	
26.0760	0.013	
26.0762	0.012	
26.0764	0.013	
26.0766	0.013	
26.0768	0.013	
26.0770	0.013	
26.0772	0.013	
26.0774	0.013	
26.0776	0.013	
26.0778	0.013	
26.0780	0.013	
26.0782	0.013	
26.0784	0.013	
26.0786	0.013	
26.0788	0.013	
26.0790	0.013	
26.0792	0.013	
26.0794	0.013	
26.0796	0.013	
26.0798	0.013	
26.0800	0.013	
26.0802	0.012	
26.0804	0.013	
26.0806	0.013	
26.0808	0.012	
26.0810	0.012	
26.0812	0.012	
26.0814	0.013	
26.0816	0.013	
26.0818	0.013	
26.0820	0.013	
26.0822	0.013	
26.0824	0.012	
26.0826	0.013	
26.0828	0.012	
26.0830	0.012	
26.0832	0.013	
26.0834	0.013	
26.0836	0.013	
26.0838	0.012	
26.0840	0.013	
26.0842	0.013	
26.0844	0.013	
26.0846	0.013	
26.0848	0.013	
26.0850	0.012	
26.0852	0.012	
26.0854	0.013	
26.0856	0.013	
26.0858	0.013	
26.0860	0.012	
26.0862	0.012	
26.0864	0.012	
26.0866	0.013	
26.0868	0.012	
26.0870	0.013	
26.0872	0.012	
26.0874	0.013	
26.0876	0.012	
26.0878	0.013	
26.0880	0.013	
26.0882	0.013	
26.0884	0.012	
26.0886	0.012	
26.0888	0.012	
26.0890	0.012	
26.0892	0.013	
26.0894	0.013	
26.0896	0.012	
26.0898	0.013	
26.0900	0.013	
26.0902	0.012	
26.0904	0.013	
26.0906	0.013	
26.0908	0.013	
26.0910	0.013	
26.0912	0.013	
26.0914	0.013	
26.0916	0.013	
26.0918	0.013	
26.0920	0.012	
26.0922	0.013	
26.0924	0.013	
26.0926	0.013	
26.0928	0.013	
26.0930	0.013	
26.0932	0.012	
26.0934	0.013	
26.0936	0.012	
26.0938	0.012	
26.0940	0.012	
26.0942	0.013	
26.0944	0.013	
26.0946	0.013	
26.0948	0.013	
26.0950	0.013	
26.0952	0.013	
26.0954	0.013	
26.0956	0.013	
26.0958	0.012	
26.0960	0.011	
26.0962	0.013	
26.0964	0.013	
26.0966	0.013	
26.0968	0.013	
26.0970	0.013	
26.0972	0.013	
26.0974	0.013	
26.0976	0.013	
26.0978	0.013	
26.0980	0.013	
26.0982	0.013	
26.0984	0.013	
26.0986	0.013	
26.0988	0.013	
26.0990	0.013	
26.0992	0.013	
26.0994	0.013	
26.0996	0.013	
26.0998	0.013	
26.1000	0.013	
26.1002	0.012	
26.1004	0.013	
26.1006	0.013	
26.1008	0.012	
26.1010	0.013	
26.1012	0.013	
26.1014	0.013	
26.1016	0.013	
26.1018	0.013	
26.1020	0.013	
26.1022	0.013	
26.1024	0.013	
26.1026	0.013	
26.1028	0.013	
26.1030	0.012	
26.1032	0.013	
26.1034	0.013	
26.1036	0.012	
26.1038	0.012	
26.1040	0.013	
26.1042	0.013	
26.1044	0.013	
26.1046	0.013	
26.1048	0.013	
26.1050	0.012	
26.1052	0.013	
26.1054	0.013	
26.1056	0.013	
26.1058	0.013	
26.1060	0.013	
26.1062	0.012	
26.1064	0.013	
26.1066	0.013	
26.1068	0.013	
26.1070	0.013	
26.1072	0.013	
26.1074	0.013	
26.1076	0.012	
26.1078	0.011	
26.1080	0.013	
26.1082	0.012	
26.1084	0.012	
26.1086	0.012	
26.1088	0.012	
26.1090	0.012	
26.1092	0.012	
26.1094	0.013	
26.1096	0.013	
26.1098	0.012	
26.1100	0.012	
26.1102	0.012	
26.1104	0.012	
26.1106	0.013	
26.1108	0.013	
26.1110	0.012	
26.1112	0.012	
26.1114	0.013	
26.1116	0.013	
26.1118	0.014	
26.1120	0.013	
26.1122	0.013	
26.1124	0.013	
26.1126	0.013	
26.1128	0.013	
26.1130	0.013	
26.1132	0.013	
26.1134	0.012	
26.1136	0.013	
26.1138	0.013	
26.1140	0.013	
26.1142	0.013	
26.1144	0.012	
26.1146	0.013	
26.1148	0.013	
26.1150	0.012	
26.1152	0.013	
26.1154	0.013	
26.1156	0.011	
26.1158	0.013	
26.1160	0.012	
26.1162	0.013	
26.1164	0.013	
26.1166	0.013	
26.1168	0.013	
26.1170	0.013	
26.1172	0.013	
26.1174	0.013	
26.1176	0.013	
26.1178	0.013	
26.1180	0.013	
26.1182	0.013	
26.1184	0.013	
26.1186	0.013	
26.1188	0.013	
26.1190	0.013	
26.1192	0.013	
26.1194	0.013	
26.1196	0.013	
26.1198	0.013	
26.1200	0.014	
26.1202	0.013	
26.1204	0.013	
26.1206	0.013	
26.1208	0.012	
26.1210	0.013	
26.1212	0.012	
26.1214	0.013	
26.1216	0.012	
26.1218	0.013	
26.1220	0.012	
26.1222	0.012	
26.1224	0.013	
26.1226	0.013	
26.1228	0.013	
26.1230	0.011	
26.1232	0.012	
26.1234	0.013	
26.1236	0.013	
26.1238	0.012	
26.1240	0.012	
26.1242	0.013	
26.1244	0.013	
26.1246	0.012	
26.1248	0.013	
26.1250	0.013	
26.1252	0.013	
26.1254	0.013	
26.1256	0.012	
26.1258	0.012	
26.1260	0.013	
26.1262	0.012	
26.1264	0.011	
26.1266	0.013	
26.1268	0.013	
26.1270	0.012	
26.1272	0.012	
26.1274	0.013	
26.1276	0.012	
26.1278	0.013	
26.1280	0.012	
26.1282	0.013	
26.1284	0.013	
26.1286	0.012	
26.1288	0.011	
26.1290	0.012	
26.1292	0.013	
26.1294	0.013	
26.1296	0.013	
26.1298	0.011	
26.1300	0.012	
26.1302	0.013	
26.1304	0.013	
26.1306	0.013	
26.1308	0.013	
26.1310	0.013	
26.1312	0.012	
26.1314	0.010	
26.1316	0.013	
26.1318	0.013	
26.1320	0.013	
26.1322	0.013	
26.1324	0.013	
26.1326	0.012	
26.1328	0.013	
26.1330	0.013	
26.1332	0.013	
26.1334	0.014	
26.1336	0.013	
26.1338	0.013	
26.1340	0.013	
26.1342	0.013	
26.1344	0.011	
26.1346	0.014	
26.1348	0.013	
26.1350	0.013	
26.1352	0.014	
26.1354	0.013	
26.1356	0.013	
26.1358	0.013	
26.1360	0.013	
26.1362	0.012	
26.1364	0.013	
26.1366	0.013	
26.1368	0.013	
26.1370	0.014	
26.1372	0.013	
26.1374	0.011	
26.1376	0.013	
26.1378	0.013	
26.1380	0.013	
26.1382	0.013	
26.1384	0.014	
26.1386	0.013	
26.1388	0.013	
26.1390	0.014	
26.1392	0.013	
26.1394	0.013	
26.1396	0.013	
26.1398	0.013	
26.1400	0.013	
26.1402	0.013	
26.1404	0.012	
26.1406	0.013	
26.1408	0.013	
26.1410	0.012	
26.1412	0.013	
26.1414	0.013	
26.1416	0.013	
26.1418	0.012	
26.1420	0.012	
26.1422	0.013	
26.1424	0.013	
26.1426	0.012	
26.1428	0.013	
26.1430	0.012	
26.1432	0.013	
26.1434	0.012	
26.1436	0.013	
26.1438	0.013	
26.1440	0.013	
26.1442	0.013	
26.1444	0.013	
26.1446	0.013	
26.1448	0.011	
26.1450	0.013	
26.1452	0.013	
26.1454	0.012	
26.1456	0.012	
26.1458	0.012	
26.1460	0.013	
26.1462	0.013	
26.1464	0.012	
26.1466	0.013	
26.1468	0.012	
26.1470	0.012	
26.1472	0.012	
26.1474	0.013	
26.1476	0.012	
26.1478	0.012	
26.1480	0.012	
26.1482	0.012	
26.1484	0.012	
26.1486	0.012	
26.1488	0.012	
26.1490	0.012	
26.1492	0.012	
26.1494	0.012	
26.1496	0.013	
26.1498	0.012	
26.1500	0.012	
26.1502	0.013	
26.1504	0.013	
26.1506	0.013	
26.1508	0.013	
26.1510	0.013	
26.1512	0.013	
26.1514	0.013	
26.1516	0.012	
26.1518	0.013	
26.1520	0.013	
26.1522	0.013	
26.1524	0.013	
26.1526	0.013	
26.1528	0.013	
26.1530	0.012	
26.1532	0.013	
26.1534	0.013	
26.1536	0.012	
26.1538	0.013	
26.1540	0.013	
26.1542	0.013	
26.1544	0.011	
26.1546	0.013	
26.1548	0.013	
26.1550	0.012	
26.1552	0.013	
26.1554	0.013	
26.1556	0.013	
26.1558	0.013	
26.1560	0.013	
26.1562	0.013	
26.1564	0.011	
26.1566	0.013	
26.1568	0.013	
26.1570	0.013	
26.1572	0.013	
26.1574	0.013	
26.1576	0.013	
26.1578	0.013	
26.1580	0.013	
26.1582	0.013	
26.1584	0.013	
26.1586	0.013	
26.1588	0.013	
26.1590	0.013	
26.1592	0.013	
26.1594	0.013	
26.1596	0.013	
26.1598	0.013	
26.1600	0.013	
26.1602	0.013	
26.1604	0.013	
26.1606	0.013	
26.1608	0.013	
26.1610	0.013	
26.1612	0.012	
26.1614	0.013	
26.1616	0.013	
26.1618	0.012	
26.1620	0.013	
26.1622	0.013	
26.1624	0.012	
26.1626	0.012	
26.1628	0.013	
26.1630	0.013	
26.1632	0.012	
26.1634	0.013	
26.1636	0.013	
26.1638	0.012	
26.1640	0.014	
26.1642	0.012	
26.1644	0.011	
26.1646	0.013	
26.1648	0.013	
26.1650	0.013	
26.1652	0.013	
26.1654	0.013	
26.1656	0.013	
26.1658	0.013	
26.1660	0.013	
26.1662	0.012	
26.1664	0.013	
26.1666	0.013	
26.1668	0.013	
26.1670	0.013	
26.1672	0.012	
26.1674	0.013	
26.1676	0.013	
26.1678	0.011	
26.1680	0.012	
26.1682	0.012	
26.1684	0.012	
26.1686	0.013	
26.1688	0.012	
26.1690	0.012	
26.1692	0.013	
26.1694	0.013	
26.1696	0.013	
26.1698	0.012	
26.1700	0.013	
26.1702	0.013	
26.1704	0.013	
26.1706	0.013	
26.1708	0.013	
26.1710	0.013	
26.1712	0.013	
26.1714	0.013	
26.1716	0.013	
26.1718	0.011	
26.1720	0.012	
26.1722	0.012	
26.1724	0.013	
26.1726	0.013	
26.1728	0.013	
26.1730	0.012	
26.1732	0.012	
26.1734	0.013	
26.1736	0.013	
26.1738	0.013	
26.1740	0.013	
26.1742	0.013	
26.1744	0.012	
26.1746	0.013	
26.1748	0.012	
26.1750	0.013	
26.1752	0.013	
26.1754	0.012	
26.1756	0.013	
26.1758	0.013	
26.1760	0.014	
26.1762	0.013	
26.1764	0.013	
26.1766	0.013	
26.1768	0.013	
26.1770	0.013	
26.1772	0.013	
26.1774	0.013	
26.1776	0.013	
26.1778	0.013	
26.1780	0.013	
26.1782	0.013	
26.1784	0.013	
26.1786	0.013	
