X,CH1,CH2,
Second,Volt,Volt,
-6.00e-03,-1.04e+00,-3.20e-01
-5.98e-03,-1.04e+00,-3.20e-01
-5.96e-03,-1.04e+00,-3.20e-01
-5.94e-03,-1.04e+00,-3.40e-01
-5.92e-03,-1.04e+00,-3.40e-01
-5.90e-03,-1.00e+00,-3.60e-01
-5.88e-03,-1.04e+00,-3.60e-01
-5.86e-03,-1.04e+00,-3.60e-01
-5.84e-03,-1.00e+00,-3.80e-01
-5.82e-03,-1.04e+00,-3.80e-01
-5.80e-03,-1.04e+00,-3.80e-01
-5.78e-03,-1.00e+00,-4.00e-01
-5.76e-03,-1.00e+00,-4.20e-01
-5.74e-03,-1.00e+00,-4.00e-01
-5.72e-03,-9.60e-01,-4.20e-01
-5.70e-03,-1.00e+00,-4.20e-01
-5.68e-03,-1.04e+00,-4.40e-01
-5.66e-03,-1.00e+00,-4.20e-01
-5.64e-03,-1.04e+00,-4.60e-01
-5.62e-03,-9.60e-01,-4.40e-01
-5.60e-03,-1.00e+00,-4.60e-01
-5.58e-03,-1.00e+00,-4.80e-01
-5.56e-03,-1.00e+00,-4.80e-01
-5.54e-03,9.60e-01,-4.80e-01
-5.52e-03,9.60e-01,-4.80e-01
-5.50e-03,9.60e-01,-5.00e-01
-5.48e-03,1.00e+00,-5.00e-01
-5.46e-03,1.00e+00,-4.80e-01
-5.44e-03,9.60e-01,-5.00e-01
-5.42e-03,9.60e-01,-5.00e-01
-5.40e-03,9.60e-01,-5.00e-01
-5.38e-03,1.00e+00,-5.00e-01
-5.36e-03,1.00e+00,-5.20e-01
-5.34e-03,1.00e+00,-5.00e-01
-5.32e-03,1.00e+00,-5.00e-01
-5.30e-03,1.00e+00,-5.00e-01
-5.28e-03,1.00e+00,-5.20e-01
-5.26e-03,1.04e+00,-5.20e-01
-5.24e-03,1.04e+00,-5.20e-01
-5.22e-03,1.00e+00,-5.00e-01
-5.20e-03,9.60e-01,-5.00e-01
-5.18e-03,1.00e+00,-5.00e-01
-5.16e-03,9.60e-01,-4.80e-01
-5.14e-03,1.00e+00,-5.00e-01
-5.12e-03,1.04e+00,-4.80e-01
-5.10e-03,9.60e-01,-4.80e-01
-5.08e-03,1.00e+00,-4.80e-01
-5.06e-03,9.60e-01,-4.80e-01
-5.04e-03,1.00e+00,-4.80e-01
-5.02e-03,9.60e-01,-4.60e-01
-5.00e-03,1.00e+00,-4.60e-01
-4.98e-03,1.04e+00,-4.80e-01
-4.96e-03,1.04e+00,-4.60e-01
-4.94e-03,1.04e+00,-4.60e-01
-4.92e-03,1.00e+00,-4.40e-01
-4.90e-03,1.00e+00,-4.40e-01
-4.88e-03,1.00e+00,-4.20e-01
-4.86e-03,1.00e+00,-4.40e-01
-4.84e-03,1.04e+00,-4.20e-01
-4.82e-03,9.60e-01,-4.00e-01
-4.80e-03,9.60e-01,-4.00e-01
-4.78e-03,1.04e+00,-4.00e-01
-4.76e-03,1.00e+00,-3.80e-01
-4.74e-03,1.00e+00,-3.60e-01
-4.72e-03,1.04e+00,-3.80e-01
-4.70e-03,1.00e+00,-3.80e-01
-4.68e-03,9.60e-01,-3.60e-01
-4.66e-03,1.00e+00,-3.60e-01
-4.64e-03,9.60e-01,-3.40e-01
-4.62e-03,1.00e+00,-3.40e-01
-4.60e-03,1.00e+00,-3.40e-01
-4.58e-03,1.00e+00,-3.00e-01
-4.56e-03,1.00e+00,-3.00e-01
-4.54e-03,1.04e+00,-3.20e-01
-4.52e-03,1.00e+00,-2.80e-01
-4.50e-03,1.04e+00,-2.80e-01
-4.48e-03,1.00e+00,-2.60e-01
-4.46e-03,1.00e+00,-2.60e-01
-4.44e-03,1.00e+00,-2.60e-01
-4.42e-03,1.00e+00,-2.60e-01
-4.40e-03,1.04e+00,-2.40e-01
-4.38e-03,1.00e+00,-2.20e-01
-4.36e-03,1.00e+00,-2.00e-01
-4.34e-03,1.00e+00,-2.00e-01
-4.32e-03,1.00e+00,-2.00e-01
-4.30e-03,1.00e+00,-1.80e-01
-4.28e-03,1.00e+00,-1.60e-01
-4.26e-03,1.00e+00,-1.60e-01
-4.24e-03,1.00e+00,-1.20e-01
-4.22e-03,1.00e+00,-1.40e-01
-4.20e-03,1.04e+00,-1.40e-01
-4.18e-03,1.04e+00,-1.20e-01
-4.16e-03,1.00e+00,-1.00e-01
-4.14e-03,1.00e+00,-1.00e-01
-4.12e-03,1.04e+00,-1.00e-01
-4.10e-03,1.00e+00,-7.99e-02
-4.08e-03,9.60e-01,-7.99e-02
-4.06e-03,1.00e+00,-7.99e-02
-4.04e-03,1.00e+00,-4.00e-02
-4.02e-03,9.60e-01,-4.00e-02
-4.00e-03,1.04e+00,-4.00e-02
-3.98e-03,1.00e+00,-2.00e-02
-3.96e-03,1.00e+00,-2.00e-02
-3.94e-03,1.00e+00,2.00e-02
-3.92e-03,1.00e+00,0.00e+00
-3.90e-03,1.00e+00,4.00e-02
-3.88e-03,9.60e-01,4.00e-02
-3.86e-03,1.00e+00,4.00e-02
-3.84e-03,1.04e+00,4.00e-02
-3.82e-03,1.00e+00,6.00e-02
-3.80e-03,1.04e+00,6.00e-02
-3.78e-03,1.04e+00,7.99e-02
-3.76e-03,1.04e+00,7.99e-02
-3.74e-03,1.00e+00,1.00e-01
-3.72e-03,1.00e+00,1.00e-01
